camp_title,camp_site,addr,latlong,location,style,tags,url
南投中寮_和興樂活遊學中心,"和興樂活遊學中心 (和興國小)",南投縣中寮鄉永樂路154-1號,"N23.909487,E120.813094",中區,親子同樂,"吹風機 雨棚 櫻花",http://hhps.com.tw/
南投中寮_洞九的山莊,洞九的山莊,南投縣中寮鄉清水村頂坑巷12號,"N23.955600,E120.822700",中區,觀賞美景,"螢火蟲 雲海 高海拔 景觀 大景 銀河 海景",https://www.facebook.com/Kuo009/
南投中寮_潺潺森活,潺潺森活,南投縣中寮鄉和興村仙洞巷21號,"N23.905408,E120.801159",中區,觀賞美景,"步道 低海拔 大景 山景",http://zen-life.byethost7.com/
南投中寮_言葉之庭露營區,言葉之庭露營區,南投縣中寮鄉和興村永樂路134-2號,"N23.900788,E120.805749",中區,親子同樂,"飲水機 吹風機 雨棚 溜滑梯",https://www.facebook.com/yehcamping/
南投中寮_賞星月慕露營區,賞星月慕露營區,南投縣中寮鄉復興村復興巷,"N23.895321,E120.784249",中區,親子同樂,"吹風機 雨棚 水池 沙坑 步道 昆蟲 蝦 桐花",http://sumstar.ego.tw/
南投中寮_雲峯景觀莊園,"雲峯景觀莊園 (雲峯農莊)",南投縣中寮鄉瀧林巷35-13號,"N23.939861,E120.825167",中區,觀賞美景,"吹風機 溜滑梯 水池 步道 雲海 高海拔 景觀 美景 大景 銀河",http://yunfeng2015.blogspot.tw/
南投中寮_雲淡風清營地,雲淡風清營地,南投縣中寮鄉內城村瀧淋巷81-8號,"N23.938556,E120.798528",中區,親子同樂,"吹風機 雨棚 溜滑梯 水池 沙坑 步道 美景",https://www.facebook.com/clear818/
南投仁愛_一家人露營區,"一家人 Family Campsite","南投縣仁愛鄉大同村信義巷30-6號 ([省14甲] 2.3K 處)","N24.027474,E121.143787",中區,觀賞美景,景觀,https://www.facebook.com/familycampsite/
南投仁愛_五六露營農場,五六露營農場,南投縣仁愛鄉大同村仁和路1-3號,"N24.015962,E121.120027",中區,親子同樂,"飲水機 吹風機 溜滑梯 水池 沙坑 玩具 補給 釣魚 溪流",http://56.ego.tw/
南投仁愛_伴天聊露營區,伴天聊露營區,"南投縣仁愛鄉新生村山林巷 (眉原部落)","N24.083440,E120.991010",中區,吃喝玩樂,"飲水機 溜滑梯 水池 沙坑 不高 釣魚 美景",https://www.facebook.com/BTL1116/
南投仁愛_卑里露營區,卑里露營區,"南投縣仁愛鄉春陽村虎門巷100號 (春陽部落)","N24.024426,E121.163829",中區,親子同樂,"雨棚 步道 昆蟲",https://www.facebook.com/beli0963422209
南投仁愛_合歡仙境民宿露營區,合歡仙境民宿露營區,南投縣仁愛鄉大同村介壽巷40號,"N24.058250,E121.145611",中區,親子同樂,"吹風機 雨棚 溜滑梯 小溪 街上 蝦 遊客 高海拔",https://www.facebook.com/lovecampingeveryday/
南投仁愛_四季雲中茶園營地,四季雲中茶園營地,"南投縣仁愛鄉法治村茶園巷8-1號 (武界部落)","N23.923167,E121.028500",中區,觀賞美景,"雲海 美景 銀河",https://www.facebook.com/SeasonsCloud/
南投仁愛_士官長露營區,士官長露營區,"南投縣仁愛鄉虎門巷68號 (春陽部落)","N24.023782,E121.169500",中區,吃喝玩樂,"蝦 美景",https://www.facebook.com/yong0809
南投仁愛_小太陽景觀木屋,"小太陽景觀木屋 (維也納露營區)",南投縣仁愛鄉大同村仁和路179號,"N24.060833,E121.173028",中區,觀賞美景,"櫻花 景觀",http://suncabane.nantou.com.tw/
南投仁愛_小瑞士花園露營區,"小瑞士花園露營區 (幼獅營地)",南投縣仁愛鄉定遠新村28號,"N24.044000,E121.156444",中區,親子同樂,吹風機,http://www.facebook.com/swiss.garden
南投仁愛_山鷹露營區,山鷹露營區,"南投縣仁愛鄉互助村明月巷95-1號 (清流部落)","N24.072831,E120.949737",中區,吃喝玩樂,"飲水機 吹風機 水池 小溪 沙坑 釣魚 蝦 美景",https://campground-555.business.site/
南投仁愛_川中島落羽松露營祕境,川中島落羽松露營祕境,"南投縣仁愛鄉互助村清風路27-1號 (清流部落)","N24.070247,E120.947726",中區,親子同樂,"飲水機 吹風機 水池 小溪 釣魚 蝦 美景",https://www.facebook.com/pjb3143v/
南投仁愛_廬山仙境溫泉會館,廬山仙境溫泉會館,"南投縣仁愛鄉精英村榮華巷40-1號 (莫那魯道故居)","N24.021412,E121.189843",中區,吃喝玩樂,"步道 老街 街上 釣魚 櫻花 高海拔",http://lshotel.emmm.tw/
南投仁愛_彼籟客休閒露營區,"彼籟客休閒露營區 (Beliked Campsite)",南投縣仁愛鄉互助村明月巷100號,"N24.095782,E120.955021",中區,觀賞美景,"遊客 楓葉 桐花",https://www.facebook.com/belikedcampsite
南投仁愛_愛和華林園,愛和華林園,南投縣仁愛鄉大同村14鄰榮光巷38-1號,"N24.047139,E121.158722",中區,觀賞美景,"步道 補給 遊客 楓葉 高海拔 景觀 美景",https://www.facebook.com/AiHeHuaLinYuan
南投仁愛_星空谷露營地,星空谷露營地,南投縣仁愛鄉中正村平等巷1號,"N23.889648,E120.989091",中區,親子同樂,"吹風機 雨棚 溜滑梯 水池 小溪 沙坑 螢火蟲 補給 溪流 美景",https://www.facebook.com/sparklinggood/
南投仁愛_春陽秘靚溫泉露營區,"春陽秘靚溫泉露營區 (樂密谷)","南投縣仁愛鄉春陽村 (春陽部落)","N24.026417,E121.172028",中區,觀賞美景,"雨棚 步道 螢火蟲 風景區 櫻花 美景 山景",https://campground-823.business.site/
南投仁愛_曲冰嫚遊露營區,曲冰嫚遊露營區,"南投縣仁愛鄉萬豐村清華巷148-1號 (曲冰部落)","N23.928270,E121.072078",中區,吃喝玩樂,"吹風機 遊客 楓葉",https://www.facebook.com/abis777/
南投仁愛_曲冰岱牧露營區,"曲冰岱牧露營區 (曲冰金龍露營區)","南投縣仁愛鄉萬豐村清華巷68號 (曲冰部落)","N23.933970,E121.075334",中區,親子同樂,"水池 玩具 遊客 櫻花 大景",https://www.facebook.com/goGDcamp/
南投仁愛_月夢田,"月夢田 (梅花鹿營區)","南投縣仁愛鄉新生村山林巷6-2號 (眉原部落)","N24.079159,E120.989056",中區,觀賞美景,"小溪 步道 遊客 櫻花 溪流 山景",http://0910566765.emmm.tw/
南投仁愛_樹不老露營區,樹不老露營區,"南投縣仁愛鄉新生村山林巷46-2號 (眉原部落)","N24.076309,E120.985187",中區,親子同樂,"飲水機 吹風機 雨棚 水池 步道 玩具 螢火蟲 老街 景觀 美景 大景",https://www.facebook.com/lmosay/
南投仁愛_武界台興茶園,"武界台興茶園 (台興製茶廠)","南投縣仁愛鄉法治村茶園巷13-2號 (武界部落)","N23.922528,E121.026250",中區,觀賞美景,"雨棚 螢火蟲 雲海 高海拔 景觀 大景 銀河 海景",https://www.facebook.com/TaiShingTea/
"南投仁愛_武界圓山 5 號露營區","武界圓山 5 號露營區","南投縣仁愛鄉法治村武安路716號對面 (武界部落)","N23.915319,E121.051071",中區,觀賞美景,"雨棚 小溪 步道 街上 雲海 溪流 高海拔 景觀 美景 銀河",https://www.facebook.com/yuanshanno.5/
南投仁愛_武界觀景茶園露營區,武界觀景茶園露營區,"南投縣仁愛鄉法治村茶園巷17-1號附近 (武界部落)","N23.9193295,E121.0254067",中區,觀賞美景,"雲海 景觀 美景 大景",https://www.facebook.com/cherlene0821/
南投仁愛_武界開心茶園,武界開心茶園,"南投縣仁愛鄉法治村茶園巷18號 (武界部落)","N23.912995,E121.024529",中區,觀賞美景,"雲海 高海拔 景觀 大景 銀河",https://www.facebook.com/teaplantation/
南投仁愛_武界雲海露營區,武界雲海露營區,"南投縣仁愛鄉法治村武安路3-2號 (武界部落)","N23.909700,E121.047357",中區,觀賞美景,"雨棚 遊客 雲海",http://clouds.mmweb.tw/
南投仁愛_武界雲頂露營天地,武界雲頂露營天地,"南投縣仁愛鄉法治村茶園巷17-1號 (武界部落)","N23.917498,E121.024745",中區,觀賞美景,"櫻花 雲海 美景 大景",https://www.facebook.com/gentingwujie/
南投仁愛_沙庫斯露營區,"沙庫斯露營區 (馨奇溫泉)",南投縣仁愛鄉精英村馬赫坡8號,"N24.016611,E121.189083",中區,親子同樂,吹風機,https://www.facebook.com/SakusLuYingQu/
南投仁愛_清境陽光露營,清境陽光露營,南投縣仁愛鄉大同村榮光巷50-5號,"N24.035764,E121.154315",中區,觀賞美景,"蝦 櫻花 景觀",http://0953990559.mmweb.tw/
南投仁愛_清翠露營園區,清翠露營園區,"南投縣仁愛鄉大同村信義巷 (農會花卉產銷班的上方)","N24.038200,E121.147600",中區,觀賞美景,"雨棚 沙坑 步道 面湖",https://0933436806.epo.tw/
南投仁愛_溫莎花園民宿,溫莎花園民宿,"南投縣仁愛鄉大同村博望巷39號 (青青草原觀山牧區)","N24.053472,E121.160194",中區,觀賞美景,"遊客 雲海 高海拔 大景 銀河",http://winsor.emmm.tw/
南投仁愛_灥流露營區,灥流露營區,"南投縣仁愛鄉 (清境老英格蘭莊園附近)","N24.037941,E121.158308",中區,吃喝玩樂,"步道 補給 遊客 櫻花",http://www.my-camp.com.tw/
南投仁愛_瑪莉溫泉休閒農莊,瑪莉溫泉休閒農莊,"南投縣仁愛鄉春陽村虎門巷100號 (春陽部落)","N24.024278,E121.163917",中區,親子同樂,雨棚,https://www.facebook.com/marry.bandb/
南投仁愛_畫眉園露營區,畫眉園露營區,"南投縣仁愛鄉新生村山林巷10號 (眉原部落)","N24.076800,E120.986183",中區,親子同樂,"飲水機 溜滑梯 水池 螢火蟲 老街 低海拔 景觀 美景 大景",https://www.facebook.com/huameiyuan/
南投仁愛_築露中原露營區,築露中原露營區,"南投縣仁愛鄉原名路500號 (中原部落)","N24.066717,E120.978285",中區,吃喝玩樂,"飲水機 吹風機 雨棚 水池 沙坑 補給 釣魚 蝦 溪流",https://www.facebook.com/jimmy4128
南投仁愛_紅香露營區,"紅香露營區 (紅香石農場)","南投縣仁愛鄉力行產業道路紅香支線 (紅香部落)","N24.145901,E121.178054",中區,吃喝玩樂,"小溪 風景區 遊客 大景",https://www.facebook.com/gpo8001i
南投仁愛_翠峰露營區,"翠峰露營區 (卡爾小鎮露營地)","南投縣仁愛鄉大同村仁和路235號 (翠峰停車場對面)","N24.103544,E121.194703",中區,親子同樂,步道,http://ibookinsky.com/
南投仁愛_芭喇露營區生態休閒農莊,芭喇露營區生態休閒農莊,"南投縣仁愛鄉法治村武界林道 (武界部落)","N23.907207,E121.051850",中區,親子同樂,"沙坑 購物",http://www.balafarm.com/
南投仁愛_藍瑪司露營地,藍瑪司露營地,南投縣仁愛鄉親愛村大安路107-2號,"N23.968111,E121.120194",中區,吃喝玩樂,"吹風機 沙坑 補給 蝦 遊客 櫻花 美景 山景",https://www.facebook.com/lamasu.camp/
南投仁愛_虹谷有機農場,"虹谷有機農場 (我們的家民宿)","南投縣仁愛鄉萬豐村清華巷97號 (曲冰部落)","N23.942944,E121.077111",中區,觀賞美景,"吹風機 蝦 櫻花 景觀 美景 大景",https://www.facebook.com/hongku97
南投仁愛_諾亞方舟野地露營區,"諾亞方舟野地露營區 (諾亞方舟景觀台露營區)","南投縣仁愛鄉大同村信義巷30-6號 ([省14甲] 2.3K 處)","N24.026669,E121.144298",中區,觀賞美景,"步道 雲海 景觀 美景 大景 銀河 海景",https://www.facebook.com/noahark597
南投仁愛_賽德克公主美食文化露營區,賽德克公主美食文化露營區,"南投縣仁愛鄉南豐村松原巷78-1號 (眉溪部落)","N24.012815 ,E121.088943",中區,親子同樂,"雨棚 水池 沙坑 步道 楓葉",https://www.facebook.com/mm0492920288/
南投仁愛_達巴斯露營區,"達巴斯露營區 (瑪亞達巴斯露營區)","南投縣仁愛鄉法治村武界林道 (武界部落)","N23.908701,E121.051818",中區,觀賞美景,"水池 不高 蝦 櫻花 雲海",https://www.facebook.com/Dabas.2015/
南投仁愛_雲夢茗園,雲夢茗園,"南投縣仁愛鄉法治村茶園巷1-1號 (武界部落)","N23.927556,E121.041944",中區,觀賞美景,"雨棚 遊客 雲海 溪流 景觀 美景",https://www.facebook.com/twhazetea/
南投仁愛_青青草原露營客棧,青青草原露營客棧,南投縣仁愛鄉大同村仁和路179-5號,"N24.059889,E121.167944",中區,觀賞美景,"飲水機 步道 雲海 美景",http://0492801001.emmm.tw/
南投仁愛_馬海濮露營區,"馬海濮露營區 (馬赫坡露營區) (賽德克露營區) (莫那魯道休閒農場)",南投縣仁愛鄉精英村馬赫坡路9-1號,"N24.015778,E121.187278",中區,觀賞美景,櫻花,http://mahebu.ego.tw/
南投仁愛_馬赫坡森林咖啡民宿,馬赫坡森林咖啡民宿,"南投縣仁愛鄉精英村榮華巷1-1號 (廬山公有停車場對面)","N24.022944,E121.183500",中區,吃喝玩樂,"泳池 步道 螢火蟲 老街 遊客 櫻花 楓葉 景觀",http://www.mahebo.com.tw/
南投仁愛_麒帆如露營山莊,麒帆如露營山莊,"南投縣仁愛鄉法治村武安路15-1號 (武界部落)","N23.910194,E121.048250",中區,親子同樂,"雨棚 泳池 水池 小溪 釣魚 遊客 櫻花 雲海 美景 大景 古道",https://www.facebook.com/chifanru/
南投仁愛_龍紋石休息站露營區,龍紋石休息站露營區,"南投縣仁愛鄉法治村武安路 (武界部落)","N23.910872,E121.045356",中區,觀賞美景,"吹風機 景觀 大景",http://0988299670.mmweb.tw/
"南投信義_170 營地","170 營地",南投縣信義鄉潭南村,"N23.827043,E120.941719",中區,親子同樂,吹風機,https://www.facebook.com/Laung0623/
南投信義_五餅二魚咖啡露營,五餅二魚咖啡露營,"南投縣信義鄉望美村望和巷 (望鄉部落)","N23.602065,E120.888441",中區,觀賞美景,"水池 步道 街上 遊客 櫻花 景觀",https://www.facebook.com/enjoyofcoffee/
"南投信義_卡拉密 S 露營區","卡拉密 S 露營區","南投縣信義鄉羅娜村信筆巷170-26號 (羅娜部落)","N23.626934,E120.881140",中區,觀賞美景,"飲水機 溜滑梯 步道 不高 櫻花 雲海 景觀 美景",https://www.facebook.com/AA0988872277
南投信義_吉娜田園露營區,吉娜田園露營區,"南投縣信義鄉羅娜村信筆巷173號 (羅娜部落)","N23.628146,E120.882918",中區,親子同樂,玩具,https://www.facebook.com/ginaesu1125/
南投信義_哈好嶺地,哈好嶺地,南投縣信義鄉明德村三十甲891地號,"N23.707639,E120.860639",中區,親子同樂,"吹風機 水池 步道 玩具",http://hahowcamp.pixnet.net/blog
南投信義_塔古斯戶外營地,塔古斯戶外營地,"南投縣信義鄉望美村望和巷1號 (望鄉部落)","N23.601828,E120.885094",中區,觀賞美景,"櫻花 景觀",https://www.facebook.com/Taqus001
南投信義_天時農莊,天時農莊,南投縣信義鄉地利村合流坪,"N23.788444,E121.002056",中區,吃喝玩樂,"吹風機 遊客 美景",http://tianshi.nantou.com.tw/
南投信義_山裡面的嵐卡,山裡面的嵐卡,南投縣信義鄉地利村姑姑山,"N23.794306,E120.963250",中區,親子同樂,"吹風機 雨棚 步道 補給 景觀 山景",https://www.facebook.com/sai0326
南投信義_梅王山莊,梅王山莊,"南投縣信義鄉陽和巷72號 (風櫃斗)","N23.665889,E120.854722",中區,親子同樂,"吹風機 溜滑梯 步道 螢火蟲 低海拔 景觀",http://www.plumking.com.tw/
南投信義_森谷漫活,森谷漫活,南投縣信義鄉地利村合流坪2-1號,"N23.785750,E121.001417",中區,親子同樂,"泳池 玩具 溪流",https://sites.google.com/site/sengumanhuo633/
南投信義_玉山星空露營區,"玉山星空露營區 (東埔觀光農園)",南投縣信義鄉東埔村開高巷30號,"N23.557002,E120.922560",中區,觀賞美景,"飲水機 步道 補給 遊客 櫻花 楓葉 高海拔 古道 山景",https://www.facebook.com/familyfuncamp/
南投信義_迪仰露營區,迪仰露營區,"南投縣信義鄉望美村望和巷12-4號 (望鄉部落)","N23.600624,E120.887166",中區,觀賞美景,美景,https://www.facebook.com/Diang.1990/
南投信義_達洛鞍休閒民宿,達洛鞍休閒民宿,"南投縣信義鄉地利村開信巷55-1號 (達瑪巒部落)","N23.797920,E120.940412",中區,觀賞美景,"街上 溪流 美景 山景",http://daluoan.mmweb.tw/
南投信義_那卡斯營地,"那卡斯營地 (那卡斯休閒農場)","南投縣信義鄉地利村開信巷80-5號 (達瑪巒部落)","N23.794236,E120.949368",中區,親子同樂,"泳池 水池 小溪 低海拔 蝦 雲海 溪流 景觀",http://nakasi.mmweb.tw/
南投信義_長城高山休閒農莊,長城高山休閒農莊,"南投縣信義鄉雙龍村光復巷89-6號 (雙龍部落)","N23.764967,E120.938809",中區,吃喝玩樂,蝦,http://simu.mmweb.tw/
南投信義_阿里曼山莊,阿里曼山莊,"南投縣信義鄉地利村1鄰開信巷7-1號 (巴庫拉斯部落)","N23.798972,E120.997972",中區,觀賞美景,"螢火蟲 雲海 景觀 大景",https://www.facebook.com/aliman1030306/
南投信義_雙龍景觀營地,雙龍景觀營地,"南投縣信義鄉雙龍村光復巷9-2號 (雙龍部落)","N23.784477,E120.947333",中區,親子同樂,"水池 小溪 步道 昆蟲 蝦 遊客 景觀 銀河",https://www.facebook.com/balan001/
南投南投_微笑天空景觀露營區,微笑天空景觀露營區,"南投縣南投市福山里 (猴探井天空之橋出口處)","N23.906057,E120.633053",中區,觀賞美景,"步道 螢火蟲 雲海 高海拔 景觀 美景 大景 銀河",https://www.facebook.com/lobitw
南投南投_橫山仙境,橫山仙境,南投縣南投市橫山觀日步道,"N23.890000,E120.633889",中區,親子同樂,"吹風機 步道",http://anne620902.pixnet.net/blog
南投國姓_仙徠山莊,仙徠山莊,南投縣國姓鄉長豐村東二巷71號,"N24.102272,E120.879233",中區,親子同樂,"飲水機 吹風機 步道 景觀 山景",https://www.facebook.com/xianlei2011
南投國姓_北山露營農場,北山露營農場,南投縣國姓鄉南港村長石巷42-5號,"N23.946750,E120.829028",中區,觀賞美景,"高海拔 景觀 山景",http://0966586112.emmm.tw/
南投國姓_北港溪沙八渡假村,北港溪沙八渡假村,南投縣國姓鄉北港村北原路34-1號,"N24.062333,E120.934528",中區,觀賞美景,"泳池 步道 遊客 景觀 美景",http://www.pkcv.net/
南投國姓_喬園渡假山莊,"喬園渡假山莊 (米賀村休閒農場)",南投縣國姓鄉南港路鳳鳴巷4-2號,"N23.965167,E120.871028",中區,吃喝玩樂,街上,https://www.facebook.com/joygardens
南投國姓_小野柳滑草場休閒村莊,小野柳滑草場休閒村莊,南投縣國姓鄉乾溝村中西巷6-2號,"N24.029000,E120.821972",中區,親子同樂,"飲水機 溪流",http://0492721822.tw.tranews.com/
南投國姓_晨曦悠活露營區,晨曦悠活露營區,"南投縣國姓鄉長福村大長路213-5號 (金子坑產業道路)","N24.084142,E120.894151",中區,親子同樂,"飲水機 溜滑梯 小溪 沙坑 街上 低海拔 蝦 溪流",https://www.facebook.com/dawn0492432852
南投國姓_梅之林休閒渡假山莊,梅之林休閒渡假山莊,南投縣國姓鄉北港村北原路34-2號,"N24.063500,E120.935278",中區,親子同樂,"溜滑梯 步道",http://www.mzl.com.tw/
南投國姓_梅庄休閒渡假中心,"梅庄休閒渡假中心 (梅庄露營區)",南投縣國姓鄉北港村長北路46號,"N24.060444,E120.900556",中區,親子同樂,"溜滑梯 步道",http://mei.mmmtravel.com.tw/
南投國姓_水悅左岸,水悅左岸,南投縣國姓鄉大長路622-1號,"N24.048090,E120.864158",中區,親子同樂,"溜滑梯 水池 沙坑 低海拔 釣魚",https://campground-736.business.site/
南投國姓_水秀農場露營區,水秀農場露營區,南投縣國姓鄉長北路61號前,"N24.062382,E120.895418",中區,親子同樂,"溜滑梯 水池 低海拔 遊客",https://www.facebook.com/ssfcamp/
南投國姓_水長流露營區,水長流露營區,南投縣國姓鄉長流村長旗巷38-6號,"N24.071193,E120.871707",中區,觀賞美景,"吹風機 雲海 景觀",https://shueichangliou.ego.tw/
南投國姓_沐光山居,"沐光山居 (露頂計生態營區)",南投縣國姓鄉北港村北圳巷51號,"N24.074980,E120.933216",中區,親子同樂,"雨棚 泳池 釣魚",https://www.facebook.com/camping.natural.51/
南投國姓_泰雅渡假村,"泰雅渡假村 (賽德克渡假露營區)",南投縣國姓鄉北港村北原路56-2號,"N24.066667,E120.941222",中區,吃喝玩樂,"步道 蝦 遊客",http://www.atayal.com.tw/
南投國姓_浚晟茶葉農場,浚晟茶葉農場,南投縣國姓鄉鳳鳴巷32-2號,"N23.964711,E120.836537",中區,觀賞美景,"昆蟲 雲海 高海拔",https://www.facebook.com/ChunChengLouLuYing/
"南投國姓_港寮枝 179 景觀農場","港寮枝 179 景觀農場",南投縣國姓鄉南港村長石巷68-6號,"N23.945629,E120.831331",中區,觀賞美景,"不高 景觀",https://www.facebook.com/179FRAM/
南投國姓_滾石部落,滾石部落,南投縣國姓鄉長興產業道路,"N24.094854,E120.856331",中區,親子同樂,吹風機,https://www.facebook.com/RollingStoneTribe/
南投國姓_漾嵐山庄,漾嵐山庄,南投縣國姓鄉長流村大長路584-9號,"N24.062031,E120.874208",中區,吃喝玩樂,"飲水機 吹風機 水池 補給 釣魚",https://www.facebook.com/scott19293949/
南投國姓_石泉農場,石泉農場,南投縣國姓鄉北港村長北路101號,"N24.055595,E120.882067",中區,吃喝玩樂,"水池 釣魚 櫻花",https://www.facebook.com/stonespringTW/
南投國姓_石竹山水露營度假村,"石竹山水露營度假村 (石竹莊)",南投縣國姓鄉北港村北原路,"N24.064052,E120.939869",中區,親子同樂,沙坑,https://www.facebook.com/bearloveholiday.jp/
南投國姓_神仙島露營區,"神仙島露營區 (神仙島山莊)",南投縣國姓鄉北港村北原路58-9號,"N24.060194,E120.926639",中區,親子同樂,"螢火蟲 釣魚 美景",https://www.facebook.com/linpaul1125/
南投國姓_祿鹿生態農場露營區,祿鹿生態農場露營區,南投縣國姓鄉南港村南港路154-3號,"N23.965531,E120.875262",中區,親子同樂,"吹風機 雨棚 水池 沙坑 螢火蟲 補給 雲海",http://www.beauty-deer.com/
南投國姓_連興露營區,連興露營區,"南投縣國姓鄉南港村鳳鳴巷39號 (鳳鳴巷底)","N23.972069,E120.848213",中區,觀賞美景,"雲海 高海拔 景觀 大景",https://www.facebook.com/lianxing.camping/
南投國姓_逸和園生機露營生態民宿,逸和園生機露營生態民宿,南投縣國姓鄉大旗村福旗巷59號,"N24.049648,E120.861553",中區,吃喝玩樂,"不高 蝦",https://e-huo-garden.ego.tw/
南投國姓_金青松露營區,金青松休閒農場露營區,"南投縣國姓鄉北圳巷26-3號 (碧雲宮附近)","N24.063056,E120.923556",中區,親子同樂,"水池 步道",http://relaxed.ego.tw/
南投國姓_高峰農場,高峰農場,南投縣國姓鄉南港村長石巷42-9號,"N23.951556,E120.832778",中區,觀賞美景,"吹風機 高海拔",https://www.facebook.com/highpeakfarm/
南投國姓_黃金森林露營區,黃金森林露營區,南投縣國姓鄉長福村長雙巷9號,"N24.114944,E120.891944",中區,親子同樂,"飲水機 吹風機 水池 步道 釣魚 溪流 景觀",http://goldforest.okgo.tw/
"南投埔里_LOLO 農場休閒露營園區","LOLO 農場休閒露營園區","南投縣埔里鎮廣成里眉原路3號 (廣成社區公園旁)","N24.023879,E120.952680",中區,親子同樂,"水池 步道",https://www.facebook.com/LOLOCamping/
"南投埔里_To Me 桃米生態露營區","To Me 桃米生態露營區",南投縣埔里鎮桃米里種瓜路66-1號,"N23.943847,E120.903235",中區,親子同樂,"飲水機 水池 沙坑 步道 螢火蟲 遊客 雲海 景觀 美景 海景",https://www.facebook.com/tomecampsite
南投埔里_七里山瑭民宿,七里山瑭民宿,南投縣埔里鎮鯉魚路23號,"N23.963083,E121.001056",中區,觀賞美景,"水池 步道 蝦 遊客 景觀",http://www.clst.idv.tw/
"南投埔里_二甲 Lohas 農庄","二甲 Lohas 農庄",南投縣埔里鎮鯉魚路44號,"N23.959083,E121.001139",中區,親子同樂,"飲水機 吹風機 步道 螢火蟲 風景區 櫻花",https://www.facebook.com/Dimethylfarm
南投埔里_咿喲ㄟ故鄉,咿喲ㄟ故鄉,南投縣埔里鎮成功里種瓜路126-1號,"N23.959889,E120.890861",中區,親子同樂,雨棚,https://www.facebook.com/yiyo.tw/
南投埔里_哈里露露營地,哈里露露營地,南投縣埔里鎮福興里大坑巷1-13號,"N24.012890,E120.987278",中區,親子同樂,"溜滑梯 沙坑",https://www.facebook.com/81glamping/
南投埔里_外寓民宿露營區,外寓民宿露營區,南投市埔里鎮桃米里種瓜路15-1號,"N23.950500,E120.919139",中區,親子同樂,"吹風機 水池 沙坑 步道 螢火蟲 昆蟲 景觀 大景",https://www.facebook.com/waiyugarden/
南投埔里_嫻安軒觀星民宿,嫻安軒觀星民宿,南投縣埔里鎮桃米里種瓜路33-6號,"N23.957722,E120.912972",中區,觀賞美景,"低海拔 雲海 山景",http://pulisas.okgo.tw/
南投埔里_小西湖露營區,小西湖露營區,南投縣埔里鎮鯉魚路21-3號,"N23.965139,E121.000806",中區,親子同樂,"飲水機 雨棚 補給",http://ttcd0621.pixnet.net/blog
南投埔里_山嵐露營農場,山嵐露營農場,"南投縣埔里鎮西安路三段167巷41號 (南投太平國小附近)","N24.027917,E120.922500",中區,親子同樂,"水池 不高 景觀",http://0910416928.mmweb.tw/
南投埔里_暮雲春樹露營區,暮雲春樹露營區,南投縣埔里鎮桃米里種瓜路33-3號,"N23.955444,E120.911222",中區,親子同樂,"吹風機 雨棚 水池 大景 山景",https://www.facebook.com/Pulicamping/
南投埔里_松香雅筑,松香雅筑,南投縣埔里鎮內埔路15-7號,"N23.982938,E120.998285",中區,親子同樂,"游泳池 泳池 購物 美景",http://0492990388.ego.tw/
南投埔里_森林蜂味露營區,森林蜂味露營區,"南投縣埔里鎮水上巷79號對面 (紙教堂景點旁)","N23.941070,E120.924520",中區,觀賞美景,"水池 小溪 步道 螢火蟲 雲海 溪流 景觀 大景",https://www.facebook.com/puliforestbee/
南投埔里_樂活森林農場,樂活森林農場,南投縣埔里鎮桃米路55-1號,"N23.935119,E120.927697",中區,親子同樂,"飲水機 水池 沙坑 螢火蟲 昆蟲",http://www.lohaforest.com/
南投埔里_樹榮森林農場露營區,樹榮森林農場露營區,南投縣埔里鎮福長路163號,"N24.015398,E120.971519",中區,觀賞美景,美景,http://www.puliforest.com/
南投埔里_水頭山莊營地,水頭山莊營地,南投縣埔里鎮水頭里中正路71號,"N23.936549,E120.982945",中區,觀賞美景,"補給 櫻花",http://www.bvbcamp.com.tw/website/
南投埔里_湯尼瑪麗露營區,湯尼瑪麗露營區,南投縣埔里鎮桃米里種瓜路,"N23.956340,E120.910829",中區,親子同樂,"飲水機 吹風機 雨棚 溜滑梯 沙坑 玩具 螢火蟲 大景 銀河",https://www.facebook.com/Tonymarycamping/
南投埔里_滴水山莊露營區,滴水山莊露營區,南投縣埔里鎮西安路三段149號,"N24.026419,E120.938523",中區,親子同樂,"飲水機 吹風機 水池 釣魚",http://dripping.emmm.tw/
南投埔里_獅象開心營地,"獅象開心營地 (元華露營區)",南投縣埔里鎮桃米里桃米巷9-2號,"N23.939528,E120.940056",中區,親子同樂,"雨棚 溜滑梯 沙坑 遊客",https://www.facebook.com/a88400a/
南投埔里_玫花露,"玫花露 (庭園休閒餐飲景觀露營區) (傑克露居玫瑰山都農場)","南投縣埔里鎮一新里東峰路18號 (南投普台國小旁)","N24.005196,E120.944604",中區,親子同樂,"飲水機 雨棚 螢火蟲 雲海 美景",https://www.facebook.com/RoseCampsite/
南投埔里_盧卡斯歡樂露營區,"盧卡斯歡樂露營區 (水流東露營區)",南投縣埔里鎮合成里合成巷28號,"N24.021594,E120.917419",中區,吃喝玩樂,蝦,https://www.facebook.com/lucaslovecamping/
南投埔里_福長果園露營區,福長果園露營區,南投縣埔里鎮福興里福長路12巷100號,"N24.012067,E120.974811",中區,親子同樂,"雨棚 溜滑梯 低海拔",https://www.facebook.com/fulong.ego.tw/
